name,domain,year founded,industry
tower international,towerinternational.com,,automotive
matalan,matalan.co.uk,1985,retail
service public de wallonie,wallonie.be,,government administration
dekalb county government,,,government administration
outokumpu,outokumpu.com,1932,mining & metals
moët hennessy,,,wine and spirits
fiducial,fiducial.fr,1970,accounting
bhs,bhs.co.uk,,retail
rbc insurance,rbcinsurance.com,,insurance
march of dimes,marchofdimes.org,1938,non-profit organization management
sobha ltd.,sobha.com,1995,construction
bar ilan university,biu.ac.il,1955,higher education
assurance,assuranceagency.com,1961,insurance
"gma network, inc.",gmanetwork.com,1950,broadcast media
rbl bank,rblbank.com,1943,banking
southwire company,southwire.com,1950,electrical/electronic manufacturing
athletico,athletico.com,1991,"health, wellness and fitness"
bealls,beallsinc.com,1915,retail
sm supermalls,smsupermalls.com,,retail
fokker aerostructures b.v.,fokker.com,,aviation & aerospace
dpcdsb,dpcdsb.org,,education management
applied industrial technologies,applied.com,1923,wholesale
american tire distributors,atd-us.com,1935,automotive
disney parks & resorts,disneyparkscareers.com,,hospitality
tata teleservices ltd.,,,telecommunications
jamba juice,jambajuice.com,1990,food & beverages
tpk grupa,,,telecommunications
pacific sunwear,pacsun.com,1980,retail
"miracle software systems, inc",miraclesoft.com,1994,information technology and services
bonduelle,bonduelle.com,1853,food production
central connecticut state university,ccsu.edu,1849,higher education
intertrust group,intertrustgroup.com,1952,financial services
lamar university,lamar.edu,1923,higher education
own organisation interior/furniture design,stephanieerwich.com,,design
coomeva,coomeva.com.co,1964,internet
sport clips haircuts,sportclips.com,1993,retail
johns hopkins medicine,,1996,hospital & health care
geisinger medical center,,,hospital & health care
bucknell university,bucknell.edu,1846,higher education
university health system,universityhealthsystem.com,1917,hospital & health care
askari bank,askaribank.com.pk,,banking
university of utah,,,higher education
egen företagare,presentkortmarknad.se,,internet
pm group,pmgroup-global.com,1973,architecture & planning
pure barre,purebarre.com,2001,"health, wellness and fitness"
samsonite,samsonite.com,1910,consumer goods
infonavit,infonavit.org.mx,1972,financial services
amphia ziekenhuis,amphia.nl,2001,hospital & health care
path,path.org,1977,medical devices
mas,mas.gov.sg,,banking
particular,,,information technology and services
arztpraxis,dr-thomas-schneider.com,2006,medical practice
chubb fire & security,chubb.co.uk,1818,security and investigations
ministry of health of peru,minsa.gob.pe,,government administration
novotel hotels,novotel.com,,hospitality
powergrid,powergridindia.com,1989,utilities
pt bank cimb niaga,,,banking
southwest research institute,swri.org,1947,research
the metropolitan museum of art,metmuseum.org,1870,museums and institutions
success academy charter schools,successcareers.org,2006,education management
capes - coordenação de aperfeiçoamento de pessoal de nível superior,capes.gov.br,1952,government administration
mmg limited,mmg.com,2009,mining & metals
university of west georgia,westga.edu,1906,higher education
bet365,bet365.com,2001,gambling & casinos
kpmg italy,,1958,management consulting
municipality,visitmaribor.si,2000,hospitality
crozer-keystone health system,crozerkeystone.org,1990,hospital & health care
em casa,jblm.com.br,,information technology and services
sri international,sri.com,1946,research
bakers restaurant,bakersrestaurant.net,1958,restaurants
oil & gas development company ltd. pakistan,ogdcl.com,,oil & energy
aston university,aston.ac.uk,1895,higher education
economical insurance,economicalinsurance.com,1871,insurance
nordex / acciona windpower,nordex-online.com,1985,renewables & environment
bajaj capital ltd,bajajcapital.com,1964,financial services
home health care,nexushomehalthcare.com,,"health, wellness and fitness"
inpex,inpex.com.au,1986,oil & energy
ontario ministry of transportation,,1916,government administration
city college of san francisco,ccsf.edu,1935,higher education
haldor topsoe a/s,topsoe.com,1940,chemicals
becton dickinson,,,medical devices
crédit agricole consumer finance,ca-consumerfinance.com,1951,banking
erste bank,erstebank.at,1819,banking
videojet technologies,videojet.com,,printing
solarwinds,solarwinds.com,1999,computer software
hms,hms.com,1974,hospital & health care
wilmar international,wilmar-intl.com,1991,international trade and development
oklahoma department of human services,okdhs.org,1936,civic & social organization
horizon media,horizonmedia.com,1989,marketing and advertising
winco foods,wincofoods.com,1967,supermarkets
kirklees council,kirklees.gov.uk,,government relations
safilo,safilogroup.com,1934,apparel & fashion
great-west financial,greatwest.com,1907,financial services
st. louis public schools,slps.org,1838,education management
akron general medical center,akrongeneral.org,1914,hospital & health care
boc south pacific,boc.com.au,,chemicals
dgi,dgi.dk,,sports
amc networks,amcnetworks.com,1980,entertainment
looking ahead recruitment,,,building materials
city of long beach,longbeach.gov,,government administration
transavia,transavia.com,1965,airlines/aviation
saga falabella,sagafalabella.com,,retail
pwc luxembourg,pwc.lu,1998,financial services
força aerea brasileira,aer.mil.br,,aviation & aerospace
info-ways,isim.ac.in,,electrical/electronic manufacturing
london borough of lambeth,lambeth.gov.uk,1965,government administration
quiksilver,quiksilverinc.com,1970,apparel & fashion
bernhard schulte shipmanagement,bs-shipmanagement.com,2008,maritime
spie oil & gas services,spieogs.com,2004,oil & energy
union national bank,unb.co.ae,1982,banking
ontario ministry of government and consumer services,,2014,government administration
oas s.a.,oas.com,1976,civil engineering
forcepoint,forcepoint.com,1994,computer software
holiday inn express,holidayinn.com,,hospitality
"arby's restaurant group, inc.",,1964,restaurants
ministry of health - uae,moh.gov.ae,1971,hospital & health care
ford otosan,fordotosan.com.tr,1959,automotive
vtt,vttresearch.com,1942,research
shoprite supermarkets,shoprite.com,1954,food & beverages
"mibanco, banco de la microempresa",mibanco.com.pe,,financial services
the college of new jersey,tcnj.edu,1855,higher education
uwv werkbedrijf,werk.nl,,human resources
perform group,performgroup.com,1997,broadcast media
paysafe group,paysafe.com,1996,financial services
career international,careerintlinc.com,1996,staffing and recruiting
catholic health system,,1998,hospital & health care
southern cross austereo,sca.com.au,1980,broadcast media
renaissance hotels,renhotels.com,,hospitality
aphm (assistance publique - hopitaux de marseille),ap-hm.fr,,government administration
ministry of health and population of egypt,,,medical practice
dd,discountdistrict.in,,marketing and advertising
robert bosch tool corporation,robertboschtoolcorporation.com,1886,consumer goods
odfjell drilling,odfjelldrilling.com,1973,oil & energy
senior helpers,seniorhelpers.com,2001,hospital & health care
nyk line,,,maritime
"wow! internet, cable & phone",wowway.com,1996,telecommunications
utc fire & security,utcfireandsecurity.com,2003,security and investigations
2 sisters food group,2sfg.com,1993,food production
corte suprema de justicia,pj.gov.py,,judiciary
independiente - desarrollo web,fica.cl,,internet
enel green power,enelgreenpower.com,2008,renewables & environment
trinity mirror plc,trinitymirror.com,1832,newspapers
durban university of technology,dut.ac.za,,education management
tdc,tdc.dk,1882,telecommunications
huazhong university of science and technology,hust.edu.cn,,higher education
unrwa,unrwa.org,1949,non-profit organization management
instituto mexicano del petróleo,imp.mx,1965,research
csic,csic.es,1939,research
light,light.com.br,1905,utilities
froedtert health,froedtert.com,,hospital & health care
skatteetaten,skatteetaten.no,,government administration
pt wijaya karya (persero) tbk.,wika.co.id,,construction
humble isd,humbleisd.net,,education management
naftal spa,naftal.dz,1981,oil & energy
myob,myob.com,1991,computer software
davis polk & wardwell llp,davispolk.com,1849,law practice
marche sub di cristobal alvarez rodolfo,marchesub.it,2011,maritime
council of europe,coe.int,,international affairs
munson medical center,munsonhealthcare.org,1915,hospital & health care
university of bradford,bradford.ac.uk,1966,higher education
south london and maudsley nhs foundation trust,slam.nhs.uk,,mental health care
magna infotech,magna.in,1997,information technology and services
engie axima,engie-axima.fr,1861,business supplies and equipment
university of trento,unitn.it,1962,research
migros-genossenschafts-bund,migros.ch,1941,retail
homestreet bank,homestreet.com,1921,financial services
università degli studi di palermo,unipa.it,,pharmaceuticals
baptist health system,brookwoodbaptisthealth.com,1922,hospital & health care
academic work,academicwork.se,1998,staffing and recruiting
bostik,bostik.com,1889,chemicals
morgan state university,morgan.edu,1867,higher education
new york state unified court system,nycourts.gov,,judiciary
grand hyatt,,1957,hospitality
shred-it,shredit.com,1988,information services
loudoun county,loudoun.gov,,government administration
reliance general insurance,reliancegeneral.co.in,,insurance
universität bern,unibe.ch,1834,research
ivrcl infrastructures and projects ltd,ivrcl.com,1987,construction
business & decision,businessdecision.com,1992,information technology and services
miami children's hospital,nicklauschildrens.org,1950,hospital & health care
mr price group,mrpricegroup.com,1985,retail
belfast health & social care trust,hscni.net,2007,hospital & health care
royal london,royallondon.com,1861,financial services
university of eastern finland,uef.fi,,higher education
taqa,taqaglobal.com,2005,oil & energy
spartannash,spartannash.com,2013,retail
enersys,enersys.com,2001,electrical/electronic manufacturing
armada de chile,armada.mil.cl,,defense & space
pt smartfren telecom,smartfren.com,2011,telecommunications
halfords,halfords.com,1892,retail
internet solutions,is.co.za,1993,information technology and services
department of agriculture,lda.gov.za,,human resources
